,department_Research & Development,department_Sales,educationfield_Life Sciences,educationfield_Marketing,educationfield_Medical,educationfield_Other,educationfield_Technical Degree,gender_Male,jobrole_Human Resources,jobrole_Laboratory Technician,jobrole_Manager,jobrole_Manufacturing Director,jobrole_Research Director,jobrole_Research Scientist,jobrole_Sales Executive,jobrole_Sales Representative,maritalstatus_Married,maritalstatus_Single,education,joblevel,stockoptionlevel,environmentsatisfaction,worklifebalance,jobsatisfaction,jobinvolvement,performancerating,businesstravel,age,distancefromhome,monthlyincome,numcompaniesworked,percentsalaryhike,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,mean_time,attrition
5317,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,4,3,3,1,30,9,15557,1,18,10,2,9,0,8,6,1
5318,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,1,1,3,2,3,3,1,31,12,102234,1,13,8,2,8,5,2,5,1
5319,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,1,3,4,1,1,1,3,1,29,6,22440,1,12,11,5,11,3,10,6,1
5320,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,2,0,1,3,2,3,3,2,28,7,29760,1,14,1,3,1,0,0,5,1
5321,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,1,3,3,2,3,1,47,4,168114,6,14,11,2,5,0,0,5,1
5322,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,1,2,3,2,2,3,1,48,5,44234,3,13,16,2,5,1,4,7,1
5323,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,0,3,1,4,1,4,1,26,1,24260,1,22,1,3,1,0,0,8,1
5324,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,4,1,2,3,3,1,34,5,137440,0,19,3,3,2,0,0,5,1
5325,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,0,3,3,1,3,3,1,27,27,22930,0,18,5,0,4,0,2,6,1
5326,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,3,1,1,1,4,3,3,4,2,28,2,22740,3,20,5,5,3,1,2,6,1
5327,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,2,3,3,1,38,12,44938,5,11,13,2,1,0,0,6,1
5328,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,0,1,4,3,3,4,1,51,23,192720,9,20,18,2,10,2,7,8,1
5329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,3,2,3,2,3,1,30,5,95781,1,12,9,3,9,0,1,6,1
5330,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,1,0,3,2,1,1,3,2,42,2,22850,0,16,22,3,21,13,14,7,1
5331,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,3,4,0,3,2,4,4,3,1,55,16,43190,4,11,12,3,9,7,3,5,1
5332,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,1,3,3,2,3,3,1,21,10,53730,1,12,1,2,1,0,0,5,1
5333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,3,3,3,3,3,1,38,1,36740,2,13,17,3,1,0,0,6,1
5334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,3,3,3,3,0,40,1,97350,1,21,7,0,7,3,5,6,1
5335,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,3,3,3,3,0,35,1,97580,1,20,5,0,5,2,4,6,1
5336,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,2,3,3,3,3,3,3,2,26,14,75100,0,18,7,3,6,0,4,6,1
5337,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,3,2,2,3,1,44,7,49039,2,14,4,3,3,0,2,7,1
5338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,2,1,3,1,38,2,45786,5,16,14,4,0,0,0,7,1
5339,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,2,0,1,4,1,3,3,1,33,1,51470,7,11,13,2,9,1,7,6,1
5340,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,1,1,2,3,1,31,9,189470,2,12,9,2,3,1,2,6,1
5341,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,4,1,1,3,2,3,3,2,27,8,102310,1,13,1,2,1,0,0,5,1
5342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,3,4,3,4,1,55,6,25590,0,22,14,2,13,1,2,6,1
5343,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,0,3,3,1,3,3,1,36,1,54829,2,16,16,2,14,11,11,6,1
5344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,3,1,2,3,1,24,6,178918,1,12,5,3,5,2,3,6,1
5345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,3,3,2,3,1,33,9,67302,7,21,15,2,7,7,6,6,1
5346,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,3,2,1,1,3,1,34,14,22889,0,16,13,1,12,6,8,6,1
5347,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,3,4,2,2,4,2,31,10,41890,0,23,6,3,5,1,4,7,1
5348,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,1,3,3,1,29,13,75006,0,17,8,2,5,0,4,6,1
5349,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,1,2,4,2,26,10,41881,0,22,3,3,2,0,2,7,1
5350,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,2,3,3,3,1,52,13,46512,6,14,23,1,13,2,5,8,1
5351,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,1,2,4,2,23,10,41877,0,22,2,3,1,0,1,7,1
5352,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,2,0,3,3,1,2,4,1,39,18,28360,0,20,6,3,5,0,3,7,1
5353,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,1,1,3,3,1,3,3,1,36,1,54860,7,12,10,2,5,0,3,5,1
5354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,2,1,2,3,1,23,3,61790,1,11,1,2,1,0,0,7,1
5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,1,2,3,3,1,25,28,28860,1,16,4,4,3,2,2,6,1
5356,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,1,1,4,3,3,3,3,1,32,5,96020,1,13,10,3,10,1,1,6,1
5357,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,1,3,3,2,4,4,1,46,4,27430,5,25,14,1,8,0,7,7,1
5358,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,3,3,3,1,41,7,21004,8,12,9,2,7,0,5,7,1
5359,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,1,4,3,1,3,3,1,35,2,23210,9,12,15,0,13,6,0,5,1
5360,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,2,1,2,2,1,2,3,2,24,3,76540,2,17,4,3,0,0,0,7,1
5361,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,3,3,3,3,3,1,36,1,36767,2,13,15,3,1,0,0,6,1
5362,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,3,3,1,3,1,24,17,25010,9,12,4,3,2,2,0,6,1
5363,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,0,1,4,3,3,4,1,51,23,192720,9,20,18,2,10,2,7,8,1
5364,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,1,2,2,3,2,32,23,44321,4,16,9,1,4,0,0,7,1
5365,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,1,2,3,1,29,4,28586,4,14,7,3,4,0,0,6,1
5366,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,3,2,1,3,3,1,42,12,28416,0,14,6,2,5,1,3,7,1
5367,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,2,0,1,1,1,4,3,0,41,12,195660,6,16,5,2,1,0,0,6,1
5368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,3,4,3,4,1,55,3,25590,0,21,9,2,8,1,1,6,1
5369,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,4,3,2,2,3,1,51,6,44048,2,11,25,2,23,8,6,7,1
5370,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,5,1,1,2,4,4,2,3,2,18,3,24790,0,12,0,2,0,0,0,7,1
5371,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,4,3,2,2,3,1,50,7,44096,2,11,22,2,19,7,6,7,1
5372,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,3,2,1,4,1,1,4,3,1,40,2,47750,3,15,15,3,5,1,0,7,1
5373,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,2,0,4,3,2,3,3,1,58,24,43170,7,17,40,2,31,13,8,8,1
5374,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4,2,2,2,3,1,21,1,61689,1,11,1,2,1,1,0,7,1
5375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,2,3,2,2,3,1,29,2,23375,1,15,7,2,1,0,1,6,1
5376,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,2,3,2,2,3,1,42,5,49051,2,16,5,3,4,0,3,7,1
5377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,3,2,3,1,35,8,30676,3,15,12,3,10,7,4,5,1
5378,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,3,0,4,3,4,2,4,2,20,8,34640,1,20,2,3,2,0,2,8,1
5379,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3,2,3,3,1,31,8,191504,0,11,4,2,3,1,2,7,1
5380,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,4,2,1,4,1,3,3,4,1,56,10,40780,8,24,14,3,10,9,8,6,1
5381,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,3,3,3,1,29,6,21795,0,20,3,2,3,0,0,7,1
5382,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,2,0,4,3,1,2,3,1,30,10,55620,5,13,8,3,5,0,4,7,1
5383,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,2,0,4,3,1,2,3,1,30,10,55620,5,13,8,3,5,0,4,7,1
5384,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,3,2,2,3,1,44,7,49033,2,14,4,3,3,0,2,7,1
5385,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,3,3,3,3,3,1,35,2,36793,2,13,12,3,1,0,0,6,1
5386,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,0,4,2,4,4,3,1,32,5,34770,1,11,14,2,14,9,8,7,1
5387,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,3,2,1,1,3,1,41,3,22855,0,16,20,2,19,12,13,6,1
5388,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,3,2,4,3,2,2,3,1,26,2,65780,0,15,6,3,5,1,4,8,1
5389,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,2,3,3,1,40,8,45094,6,13,9,2,2,0,1,6,1
5390,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,3,0,2,3,1,3,3,1,38,6,107480,7,15,17,3,1,0,0,7,1
5391,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,3,2,1,3,0,46,11,33066,8,20,6,2,4,2,2,6,1
5392,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,2,1,2,3,0,28,15,135175,6,18,8,3,3,1,3,7,1
5393,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,1,2,4,2,29,10,41887,0,22,5,3,4,0,3,6,1
5394,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,1,3,3,2,4,4,1,46,4,27430,5,25,14,1,8,0,7,7,1
5395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,3,1,3,3,1,25,5,26611,4,13,5,3,2,0,2,6,1
5396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,3,3,2,3,1,33,9,67287,7,21,15,2,7,7,6,7,1
5397,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,3,2,3,1,36,9,30701,4,14,15,3,12,9,6,5,1
5398,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,3,2,4,3,2,2,3,1,26,2,65780,0,15,6,3,5,1,4,8,1
5399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,2,3,2,2,3,1,21,1,23357,1,14,2,2,0,0,0,6,1
5400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,2,3,1,48,15,59743,4,11,22,2,5,3,2,6,1
5401,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,4,2,3,2,3,1,52,5,44034,2,12,26,2,24,9,6,7,1
5402,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,0,2,3,1,3,3,2,32,10,165980,1,13,10,2,10,6,7,8,1
5403,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,3,4,0,3,2,4,4,3,1,55,16,43190,4,11,12,3,9,7,3,5,1
5404,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,1,4,2,3,3,0,19,2,98240,1,18,1,2,1,0,0,7,1
5405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3,1,1,3,1,30,19,61799,1,13,1,2,1,0,0,7,1
5406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,1,1,2,3,2,3,3,2,18,3,34672,1,18,0,3,0,0,0,8,1
5407,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,2,3,3,4,3,3,1,23,12,75250,1,14,3,2,3,0,2,8,1
5408,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,3,2,3,3,0,28,1,97872,1,19,3,1,3,1,2,6,1
5409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,1,3,1,3,1,26,1,24228,1,20,3,2,1,0,0,7,1
5410,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,1,3,1,3,3,2,49,6,23420,3,18,20,2,4,1,3,6,1
5411,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,4,3,3,1,23,12,75232,0,14,3,2,3,0,2,7,1
5412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,3,3,1,3,3,1,39,10,74724,2,15,14,2,5,0,4,6,1
5413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,3,2,1,3,1,37,10,85629,2,17,8,2,5,1,1,7,1
5414,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,0,2,3,2,4,3,1,21,1,27910,1,14,1,3,1,1,0,6,1
5415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,2,2,2,3,1,27,1,24137,1,16,1,2,1,0,0,8,1
5416,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,1,3,3,1,25,13,75117,0,17,6,2,5,0,3,6,1
5417,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,3,0,1,3,1,3,3,1,20,29,27070,1,11,1,2,1,0,0,5,1
5418,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,2,3,3,3,2,3,3,2,26,14,75100,0,18,7,3,6,0,4,6,1
5419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,3,2,3,1,35,9,56657,6,12,9,2,1,0,0,5,1
5420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,2,4,3,1,37,13,28063,1,11,6,3,6,5,5,6,1
5421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,2,3,3,1,27,9,163822,1,15,6,2,6,4,4,7,1
5422,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,4,1,1,3,4,4,3,1,52,5,14200,1,13,33,2,32,6,9,5,1
5423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,2,2,3,3,1,27,2,24091,1,14,1,3,1,0,0,7,1
5424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,2,3,3,1,28,15,26989,1,14,1,2,1,1,1,6,1
5425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3,3,2,2,3,1,21,9,53751,1,12,1,2,1,0,0,5,1
5426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2,0,2,2,2,3,3,1,34,6,21345,5,18,15,2,10,5,6,6,1
5427,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,4,3,1,3,3,1,20,2,63970,1,17,1,3,1,0,0,7,1
5428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,3,1,3,3,2,29,7,68204,0,14,3,2,3,2,2,6,1
5429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,3,2,3,1,35,7,56618,6,12,9,2,1,0,0,5,1
5430,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,2,3,3,1,38,12,44941,5,11,13,2,1,0,0,6,1
5431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,3,2,3,1,3,1,25,8,94906,1,12,5,4,5,0,1,6,1
5432,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,1,0,4,3,3,3,3,1,37,2,56470,6,19,7,2,0,0,0,7,1
5433,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,0,4,2,4,4,3,1,32,5,34770,1,11,14,2,14,9,8,7,1
5434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,2,2,3,3,1,26,3,24066,1,13,3,4,1,0,0,7,1
5435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,2,3,2,3,3,1,28,4,37000,1,13,2,2,2,1,2,6,1
5436,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,5,3,4,3,3,2,3,1,20,1,61620,1,12,1,2,1,1,1,8,1
5437,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,2,3,2,2,3,1,39,3,49069,3,17,6,3,4,0,3,7,1
5438,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,2,1,1,3,3,1,22,3,57842,1,18,1,2,0,0,0,6,1
5439,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3,2,2,3,2,32,2,22776,2,18,10,4,8,4,5,6,1
5440,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,1,2,3,1,29,6,28559,4,14,5,4,3,1,0,7,1
5441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,2,4,3,1,36,12,28057,1,11,6,3,6,5,5,7,1
5442,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,3,1,1,4,4,2,3,3,1,46,10,44220,4,11,13,2,9,3,7,7,1
5443,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,2,0,3,3,4,3,4,1,53,19,25590,0,25,34,2,33,1,9,6,1
5444,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,0,3,2,1,3,3,0,30,27,25935,0,20,4,2,3,1,2,6,1
5445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,3,3,2,3,1,30,3,66225,4,21,7,4,4,1,3,6,1
5446,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,3,1,3,1,24,17,25018,8,12,4,3,2,2,0,6,1
5447,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,4,2,2,3,2,1,4,3,1,58,1,10090,7,13,31,3,10,5,9,7,1
5448,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,4,4,0,3,3,1,3,3,1,36,2,54820,1,18,18,3,17,15,14,7,1
5449,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,3,2,1,3,0,48,12,33073,8,19,6,1,4,3,2,7,1
5450,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2,4,1,2,3,3,2,3,2,50,4,44240,3,14,18,2,4,1,3,7,1
5451,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,0,3,3,1,3,3,0,29,24,25976,1,20,4,2,3,1,2,6,1
5452,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,4,1,1,3,2,3,3,2,27,8,102310,1,13,1,2,1,0,0,5,1
5453,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,2,1,2,3,0,29,13,135149,6,19,8,3,3,1,3,7,1
5454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,3,2,1,3,1,39,8,86238,2,19,8,2,5,1,0,7,1
5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3,1,1,3,1,30,17,61798,1,13,1,2,1,0,0,7,1
5456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,2,3,3,1,27,17,27000,1,13,1,2,1,1,1,5,1
5457,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,1,2,3,2,2,3,1,48,6,44231,3,12,15,2,6,1,4,7,1
5458,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,2,1,3,3,1,30,3,21709,0,15,2,2,1,0,0,5,1
5459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,3,3,3,1,27,3,59919,0,11,9,2,7,1,0,7,1
5460,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,3,1,1,3,1,3,3,2,45,19,34410,2,13,5,5,1,0,0,6,1
5461,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,3,4,0,3,3,1,3,3,1,22,1,49680,1,14,1,3,1,0,0,8,1
5462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,3,3,3,1,27,3,59917,0,11,9,2,7,1,0,7,1
5463,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,2,0,2,3,3,3,3,2,31,4,30570,1,19,1,3,1,0,0,6,1
5464,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,3,4,4,4,3,1,49,7,89980,1,14,9,2,9,7,7,5,1
5465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,2,3,2,3,3,1,23,6,37599,3,13,3,2,2,1,2,6,1
5466,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,4,3,3,1,38,8,15612,1,15,13,2,7,0,6,6,1
5467,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,2,1,3,3,4,3,4,1,35,15,19040,1,22,10,4,10,7,7,7,1
5468,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,1,2,3,2,3,1,30,9,49466,0,12,2,2,1,0,0,7,1
5469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,3,1,1,3,1,29,2,45669,2,17,6,2,0,0,0,7,1
5470,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,4,1,3,3,1,2,3,1,23,2,45590,1,18,1,2,0,0,0,7,1
5471,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,4,1,2,3,1,19,9,41868,0,21,1,3,0,0,0,6,1
5472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,3,2,1,3,1,38,9,85881,2,18,8,2,5,1,0,7,1
5473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,1,3,1,3,1,26,1,24244,1,21,1,2,1,0,0,8,1
5474,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,1,3,3,1,31,12,74955,0,16,10,2,5,0,4,6,1
5475,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,1,3,1,3,3,2,49,6,23420,3,18,20,2,4,1,3,6,1
5476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,3,3,3,2,3,1,25,19,20211,1,21,6,2,6,0,5,6,1
5477,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,1,3,3,2,30,5,69734,1,14,2,2,2,1,1,7,1
5478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,3,3,2,3,1,34,7,67369,7,19,16,2,10,8,6,6,1
5479,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,4,3,0,3,3,3,4,3,0,18,2,109650,1,18,0,5,0,0,0,6,1
5480,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,1,1,4,1,1,3,3,1,37,24,137580,1,11,10,5,10,0,8,5,1
5481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,3,2,3,1,3,1,25,8,94949,1,12,5,4,5,0,1,6,1
5482,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,2,1,4,3,2,3,3,1,32,1,27430,1,19,1,2,1,0,0,7,1
